,平台,作者,级别,发布链接
2883,湾区高楼迷,覃春晖,行业,https://mp.weixin.qq.com/s?search_click_id=8979978941171889065-1724197829840-6651995215&__biz=MzI1OTM2MTg5Nw==&mid=2247719567&idx=1&sn=76707c3763985545353a3fc57c8f2bc6&chksm=eb6a56fa824e8e2cca002997832af91a14d9afc3834992178820a18a360c2249717d810bd984&clicktime=1724197829&enterid=1724197829&subscene=0&ascene=65&devicetype=iOS17.5&version=18003239&nettype=WIFI&abtest_cookie=AAACAA%3D%3D&lang=zh_CN&countrycode=CN&fontScale=100&exportkey=n_ChQIAhIQjWVx%2Byumq%2BrE3DSIw5T98xLYAQIE97dBBAEAAAAAAOjYCRktf4sAAAAOpnltbLcz9gKNyK89dVj0jYHXi1r188Xyt7pA70PWb883XP1HmYCC9xlacfQpoNohltJ5za5c6ComKWM4L0GjVml738e2MfCJ7UtFHEtco5zpxX4kQw1KdxGferUe6GDO21HGYnJeW5B7sjaeYD0D6m0ZH8NH%2FtYBn1t3gDhbPQdEZBNE69x1dDk809SPmT7Ib1eaKmmSTT7fJcW79tFTiPuPG0H76vFJhH0km1GD1p2sNlHavje%2BFe36Dm%2FSP%2FKooQ%3D%3D&pass_ticket=DwHm0rU0tL1btVgo%2B1Q3FsX9fa%2B%2Fe2yZH%2FNQd1PPchMnBMZ3b0kQVscMLmHt7Oyq&wx_header=3
2885,保达建筑机械,李赛闯,行业,https://mp.weixin.qq.com/s/zQm437tDkpI50DoOqF2kqw
540,佛山发布,马松涛,地市级,https://mp.weixin.qq.com/s/01WhtGkfHR4nqKC2nLTNvg
2711,广东省住房和城乡建设厅,丁俊峰,省部级,https://mp.weixin.qq.com/s/gY0qSdTmVQGoiCcvXafDoA
2710,广东省建筑安全协会,丁俊峰,省部级,https://mp.weixin.qq.com/s/UjLuPrjFiOciQz4bEcFruQ
3465,厦门自贸区,文承聪,地市级,https://mp.weixin.qq.com/s/r54Ga6rOyX-k3MSAww8JAA
2172,博大建设集团,文承聪,行业,https://mp.weixin.qq.com/s/S0eeBD2FL7pu1fdFKYXS_A
272,厦门晚报,王亚坤、陈展红,地市级,https://mp.weixin.qq.com/s/CFp2WJAc7X1SjOnWI9aogA
2027,广州海珠业主,廖文斌,地市级,https://mp.weixin.qq.com/s/IopsDSr8cNJYpGkDtGUK-w
2788,财经,文承聪,省部级,https://mp.weixin.qq.com/s/iaqmMJGhayoapbF-OEeA1A
3334,知识城发展,丁俊峰,地市级,https://mp.weixin.qq.com/s/BIk84ZcG_JYvBz_O54LwXA
3320,顺德青年,张泽,地市级,https://mp.weixin.qq.com/s/qyq8C6rDbGHQxmZ0vPqZnw
3536,向上天际线,文承聪,行业,https://mp.weixin.qq.com/s/0vryNjNmzLV299FwccxB1A
287,湾区高楼迷,沈芳霞,行业,https://mp.weixin.qq.com/s/rBKE6bgxqOn1VzXiju3Tiw
2469,知识城ing,丁俊峰,地市级,https://mp.weixin.qq.com/s/KvmKexpp4PKbw4ul5mTqNw
288,广电新兴产业园,沈芳霞,行业,https://mp.weixin.qq.com/s/rmpikFW5IIP-K2S99TfKeQ
289,横琴潮,刘楚逸,行业,https://mp.weixin.qq.com/s/QdBsKiV7qPyfLDHsZ5zYGg
696,活在南沙,丁高洁,地市级,https://mp.weixin.qq.com/s/8jZ2vR24onlXrEvDFs8v6w
2518,中山新闻,王政粤,地市级,https://mp.weixin.qq.com/s/BimDr2ZnnqofI7oS8EW2Qg
2874,厦门海西招商服务中心,文承聪,地市级,https://mp.weixin.qq.com/s/a8XMmq-wdG_lWqTCStMEbw
2884,华南工程项目库,李赛闯,行业,https://mp.weixin.qq.com/s/6-RGVtyirTNpXY8Eju3bpg
2789,财经杂志,文承聪,省部级,https://mp.weixin.qq.com/s/uxSteM4tdzqKhHfvEqSmBw
3224,福建日报,文承聪,省部级,https://mp.weixin.qq.com/s/zvhBJnYpKmCkwJlbRgLNig
3452,鹭岛新风向,文承聪,地市级,https://mp.weixin.qq.com/s/blzB_mCPmdlXrlvpfXCH-Q
2494,知识城身边事,丁俊峰,地市级,https://mp.weixin.qq.com/s/BzolPCR4uXaPyIIa90TmEw
2702,中国摄影报,文承聪,中央级,https://mp.weixin.qq.com/s/GYdRbXgymbuYV6cjyGnGfQ
2570,厦门广电,文承聪,地市级,https://mp.weixin.qq.com/s/Qo8r1l87RuRGgECukbq_VQ
2520,梅州微闻联播,廖继红,地市级,https://mp.weixin.qq.com/s/rkTK_bj9L0vxESR0i_-95w
3319,顺德发布,张泽,地市级,https://mp.weixin.qq.com/s/X7v9iYxY42ENxocwV6CwOA
2480,知识城情报局,丁俊峰,地市级,https://mp.weixin.qq.com/s/uthB_YEv1VO1I1pXHnT0hA
1568,广州市第十二人民医院订阅号,沈芳霞,地市级,https://mp.weixin.qq.com/s/6QZ9aURiyfuLhniA-x4LbQ
1903,陕西在线,陈志诚,省部级,http://ccjinri.cn/fc894/e9475643550.html
2394,广东新闻网,唐良桥,省部级,http://csxxb.cn/e9c/MTQ4NjE2NDA2.html
1858,陕西在线,陈志诚,省部级,http://ccjinri.cn/fc894/e9475644625.html
465,海广网,邓讷、徐波,省部级,http://s1.news.hkbtv.cn/a.html?aid=6404539351686975488&gid=4630434890704224256
2407,广东时报网,唐良桥,省部级,http://cngdb.cn/9c5/e7a49538847.html
1072,中研网,邓讷,中央级,https://it.chinairn.com/news/20241120/143013187.html
111,中国企业网,邓讷,中央级,https://www.zqcn.com.cn/127/57110.html
1703,海南新闻网,邓讷,省部级,http://binhaics.cn/450/ODk3OTY0NTY=.html
1933,陕西在线,陈志诚,省部级,http://ccjinri.cn/fc894/e9475636010.html
2772,广东新闻网,吕昊临,省部级,http://csxxb.cn/e9c/MTM2ODYxMjYz.html
3206,广东都市,徐晓东,省部级,http://lzdushi.cn/604/ODcwNTcyNDA=.html
3151,海南视窗,邓讷,省部级,http://hainan.huaxiaxun.cn/98670/1413114151544.html
1501,海南视窗,邓讷,省部级,http://hainan.huaxiaxun.cn/98670/1413104662968.html
161,海南视窗,邓讷,省部级,http://hainan.huaxiaxun.cn/98670/1413101214152.html
1515,海南视窗,邓讷,省部级,http://hainan.huaxiaxun.cn/98670/1413105455008.html
653,新华报业网,王吉,省部级,https://www.xhby.net/content/s65bb0ef5e4b00bc445154319.html
1767,福建企业网,王亚坤,省部级,http://fj.jkwindows.cn/e10b/b8b104975003.html
633,网易,"宋耀明
安琼",省部级,https://www.163.com/dy/article/INC316L80535HX8T.html
2273,人民政协网,唐良桥,中央级,https://www.rmzxb.com.cn/c/2024-09-29/3612409.shtml?n2m=1
212,福建企业网,王亚坤,省部级,http://fj.jkwindows.cn/e10b/b8b85733172.html
61,环球视点网,马松涛,地市级,http://www.hqsdw.com/?list_73/2701.html=
2390,广东时讯网,唐良桥,省部级,http://gd.cityfc.cn/dd38/f9b115590650.html
1663,未来网,吕昊临,中央级,https://news.k618.cn/finance/money/202407/t20240711_19772618.html
2208,人民政协网,吕昊临,中央级,https://www.rmzxb.com.cn/c/2024-10-08/3614907.shtml
1085,人民政协网,张泽钲,中央级,https://www.rmzxb.com.cn/c/2024-10-24/3624838.shtml
398,广东省建筑安全协会,马松涛,省部级,https://mp.weixin.qq.com/s/dWn-6KGedYGrcpTCtRj0oA
1623,厦门日报房产头条,文承聪,地市级,https://mp.weixin.qq.com/s/hRF3NJ0FLA8-_yk65yHJKA
2090,南沙房产,李超美,地市级,https://mp.weixin.qq.com/s/187WuCec5s_vQgpXWqlVWg
1016,贵州航空协会,王亚坤,行业,https://mp.weixin.qq.com/s/9EH5-s9JvuqVta5oMGRypQ
2843,粤C城市先锋,刘楚逸,地市级,https://mp.weixin.qq.com/s/XvZ_mnW3cAOeAUtZ7me-UA
1621,蓝房网厦门站,文承聪,地市级,https://mp.weixin.qq.com/s/5oFz05WFRWdn44Wt5GMlDA
1018,宝通门业,王亚坤,行业,https://mp.weixin.qq.com/s/9aJRfseMQhAfxp3jIrVltA
2089,广州PLUS,李超美,地市级,https://mp.weixin.qq.com/s/V2yqzG72iJbATjTthpfbdQ
1032,民用航空网,文承聪,行业,https://mp.weixin.qq.com/s/XtD5D7Py-L11tIPCbh8pig
1622,思明快报,文承聪,地市级,https://mp.weixin.qq.com/s/BJZ06EuGfzT7P3yHi7frXQ
1031,厦门翔业,文承聪,行业,https://mp.weixin.qq.com/s/AFATCRqAvFiORz-XVyS94w?poc_token=HJgGTWejxTi5HQ0MjoXVDchpBL4fIylzNIOdhg5g
576,英雄三岛,文承聪,行业,https://mp.weixin.qq.com/s/wjr6snRjluXM96gIC2NkBA
2544,云浮汇,刘芳,地市级,https://mp.weixin.qq.com/s/P6VjMSMTMxd2BMzu0dvIJw
1321,翔安区政协,文承聪,地市级,https://mp.weixin.qq.com/s/Niq4_pkCK9_QbukWaGUXIQ
2543,云城青年,刘芳,地市级,https://mp.weixin.qq.com/s/5IbbYuRZiJuPtaD03oqj9Q
3429,海口新闻联播,邓讷,地市级,http://s1.news.hkbtv.cn/a.html?aid=6414784138287517696&gid=4630522851634446336
2251,中国企业网,黄婵萍,中央级,https://www.zqcn.com.cn/886/68084.html
3204,广东资讯网,徐晓东,省部级,http://syjinri.cn/529/MTMwNTg1ODQy.html
2975,中国信息报道网,王亚坤,中央级,http://xinxibd.tsxxg.cn/62961/aa573887395.html
1675,中国信息报道,王亚坤,中央级,http://xinxibd.tsxxg.cn/62961/aa574982150.html
1459,中国信息报道,王亚坤、杨文彬,中央级,http://xinxibd.tsxxg.cn/62961/aa565414290.html
2242,中国信息报道网,刘芳,中央级,http://xinxibd.tsxxg.cn/62961/aa581358240.html
2258,中国信息报道网,刘芳,中央级,http://xinxibd.tsxxg.cn/62961/aa583120525.html
1672,中国信息报道,魏曼曼,中央级,http://xinxibd.tsxxg.cn/62961/aa568376825.html
122,中国信息报道,王亚坤,中央级,http://xinxibd.tsxxg.cn/62961/aa561238000.html
1287,咸宁新闻网,张美怡,地市级,http://www.xnnews.com.cn/zxsd25178/sqdt/202410/t20241025_3780482.shtml
1993,陕西在线,陈志诚,省部级,http://ccjinri.cn/fc894/e9475635425.html
2371,广东资讯网,黄婵萍,省部级,http://syjinri.cn/529/MTM3Mzg4NjQ1.html
865,广东都市,蔡雯静,省部级,http://lzdushi.cn/604/ODU4MTgzNzI=.html
1737,网易新闻,魏曼曼,省部级,https://www.163.com/dy/article/J7FQQR0G0550AXYG.html
3238,福建省商务厅,文承聪,省部级,https://swt.fujian.gov.cn/xxgk/jgzn/jgcs/kgc/gzdt/202407/t20240710_6481694.htm
3430,海口新闻联播,邓讷,地市级,http://s1.news.hkbtv.cn/a.html?aid=6414968468211240960
2264,中国企业网,廖继红,中央级,https://www.zqcn.com.cn/135/73490.html
623,网易网,丁高洁,省部级,https://www.163.com/dy/article/INFVVK8F05566CMH.html
3026,网易,张泽,省部级,https://www.163.com/dy/article/J5MHAV3D0550AXYG.html
3106,网易,廖文斌,省部级,https://www.163.com/dy/article/J6P6DDAM0550AXYG.html
1322,厦门市住房和建设局,文承聪,地市级,https://mp.weixin.qq.com/s/cRgVrD6ubsn_xt92CMSg8w
1010,中装协绿色建造分会,姚瑞哲、崔国玉,行业,https://mp.weixin.qq.com/s/XEWCuAFOgt1j4XAMJ1TaIw
2092,中宏南沙,覃春晖,地市级,https://mp.weixin.qq.com/s/Tr_7UXRnysUFm7tR22FsiQ
2124,厦门本地宝,文承聪,地市级,https://mp.weixin.qq.com/s/1b4f9kcw9A7sxlc-roaeCQ
3491,龙商网超市周刊,张泽,行业,https://mp.weixin.qq.com/s/Q4F8aeK3RJpKmo7Axoch9A
2410,福建纪检监察,文承聪,省部级,https://mp.weixin.qq.com/s/SKiFXX5QKMYhDVeA7MEMDA
2411,海峡导报,文承聪,省部级,https://mp.weixin.qq.com/s/j2Osm29xAxZbk0iH6-LlJQ
744,钢结构,陈志诚,行业,https://mp.weixin.qq.com/s/8IGflRgryK4JYp1_jZmRhQ
745,厦门翔业,陈志诚,行业,https://mp.weixin.qq.com/s/JnYIBwYG1LYfe08HyT5J3A
1346,路桥工程劳务分包平台,陈荣君,行业,https://mp.weixin.qq.com/s/kVHh_MtxEwUYVzkHgD6C-A
63,广州南沙发布,马松涛,地市级,https://mp.weixin.qq.com/s/cH04Qdouide0p7g7LLpFAw
1688,广东建筑业,李超美,省部级,https://mp.weixin.qq.com/s/WLRC05MmwF-ApV052-2KGw?poc_token=HCqVwGajKtdkCBsx85NWoJtlOR7tT8yfMaZ6X_eo
1020,厦门市建设工程质量安全管理协会,王亚坤,行业,https://mp.weixin.qq.com/s/kKMa7tCTXWdiKu35jK6FLg
1600,广州MRO展,王亚坤,地市级,https://mp.weixin.qq.com/s/gk9DiJlVm7TLQ7GFjdMSsw
62,文明南沙,马松涛,地市级,https://mp.weixin.qq.com/s/RYX4RelE2ck3VjLWZjrwUA
2062,湾区高楼迷,彭浩然,地市级,https://mp.weixin.qq.com/s/bxIar-da4NGqF2TjaCk7PQ
1429,中国企业网,邓讷,中央级,https://www.zqcn.com.cn/131/59752.html
1093,中国信息网,王亚坤,中央级,http://www.zgnews.com.cn/news/guonei/2024-10-23/37851.html
1127,鲁网财经,马松涛,省部级,https://f.sdnews.com.cn/zwxx/202410/t20241030_4451387.htm
498,福建企业网,王亚坤,省部级,http://fj.jkwindows.cn/e10b/b8b74015298.html
2962,中国企业网,白占宝,中央级,https://www.zqcn.com.cn/127/63502.html
1888,陕西在线,陈志诚,省部级,http://ccjinri.cn/fc894/e9475643585.html
2924,全国基层党建网,丁高洁,中央级,https://www.zgdj71.org.cn/zhonghebaodao/17136.html
2950,中国企业网,邓讷,中央级,https://www.zqcn.com.cn/248/63878.html
1636,全国基层党建网,丁高洁,中央级,https://www.zgdj71.org.cn/zhonghebaodao/18286.html
362,中国企业网,朱莹、邓讷,中央级,https://www.zqcn.com.cn/qyxw/54748.html
2425,福建省人民政府,文承聪,省部级,https://www.fj.gov.cn/zwgk/ztzl/gjcjgxgg/dt/202410/t20241007_6538814.htm
3162,海南省人民政府官网,邓讷,省部级,https://www.hainan.gov.cn/hainan/zmgtpxwe/202406/2159162050a94b59ba518cb636d369b2.shtml
864,广东资讯网,蔡雯静,省部级,http://syjinri.cn/529/MTI4NzI3NTQ5.html
611,中国网,陈志诚,中央级,http://life.china.com.cn/gonggao/zixun/detail2_2024_01/20/4293853.html
869,广东资讯网,蔡雯静,省部级,http://syjinri.cn/529/MTQ5NzUzNjAx.html
3327,湛江市第二中医医院,李辉,地市级,https://www.zjshtcm.com/xinwendongtai/yiyuandongtai/1534.html
3182,广东资讯网,吕昊临,省部级,http://syjinri.cn/529/MTI4MzY1NTg3.html
2668,中国品牌新闻网,邓讷,中央级,http://www.ppxw.net/kuaixun/20240909/4701.html
2431,知识城洞幽烛微,林玉柱,地市级,https://mp.weixin.qq.com/s/lqP09A-Y2eV-3lfZp2bbiA
2158,新零售,张泽,行业,https://mp.weixin.qq.com/s/CZF_LUGdhPhKSQY0GO1p1w
1034,建筑结构,文承聪,行业,https://mp.weixin.qq.com/s/OtjIhP_L0cIGdA8ogxpqaw
1625,施工技术,文承聪,行业,https://mp.weixin.qq.com/s/1ii3MWORG5MnPiEJ4P8YWw
1033,Yes厦门,文承聪,行业,https://mp.weixin.qq.com/s/9Xg66bURJYB_N-ieDwWmRA
2126,厦门网,文承聪,地市级,https://mp.weixin.qq.com/s/DLbLB0J_3Xe5zt4nVVa01g
1038,民航之翼,文承聪,行业,https://mp.weixin.qq.com/s/EHYQMyG6Oc_7TrflYNjM4w
1604,厦门地产情报站,文承聪,地市级,https://mp.weixin.qq.com/s/JF9DyM1uzoxX7iVf0cdXnw
2546,三乡发布,屈建华,地市级,https://mp.weixin.qq.com/s/YJ8-u6dLEG2o5BARcZk0tA
1036,业翔民安,文承聪,行业,https://mp.weixin.qq.com/s/ACYTKnEFobCnpw4GKWpNYQ
2041,IC找料网,彭浩然,地市级,https://mp.weixin.qq.com/s/cx6RXriDueCFz3vBDmP2tA
2096,知识城,覃春晖,地市级,https://mp.weixin.qq.com/s/Yu2gAKKPRMP9vz-6X7erfg
2433,广州市建筑业联合会,刘冠林,地市级,https://mp.weixin.qq.com/s/G8_04xc0n043grMFmF_lEQ
1023,微翔安人,文承聪,行业,https://mp.weixin.qq.com/s/ARC7hiFJfkG101mJmhDy4Q
2125,厦门发改委,文承聪,地市级,https://mp.weixin.qq.com/s/AjVgsWNx0s7TOMcWg7AUfQ
2555,广州黄埔发布,徐立军,地市级,https://mp.weixin.qq.com/s/kW-Muc0X8OqlrZ8hzNdoIA
3212,福建企业网,王亚坤,省部级,http://fj.jkwindows.cn/e10b/b8b103442339.html
3084,百家号,丁俊峰,省部级,https://baijiahao.baidu.com/s?id=1803613871714848326&wfr=spider&for=pc
1543,福建企业网,王亚坤,省部级,http://fj.jkwindows.cn/e10b/b8b92454453.html
493,大众网,王吉,省部级,http://www.dzwww.com/xinwen/jishixinwen/202403/t20240301_13749537.htm
360,中国企业网,邓讷、徐波,中央级,https://www.zqcn.com.cn/914/54444.html
1563,新浪财经,文承聪,省部级,https://finance.sina.com.cn/jjxw/2024-04-16/doc-inaryssy2807451.shtm
792,中国经济报道,朱莹、邓讷,中央级,https://industry.cnews.org.cn/411380.html
2662,中国文促网,邓讷,中央级,http://www.eco-gecpa.net/news/2024/0909/2167.html
2184,人民日报,刘冠林,中央级,https://www.peopleapp.com/rmharticle/30046672292
2943,人民日报,廖文斌,中央级,https://www.peopleapp.com/column/30045797831-500005575083
1144,广东信息港,沈芳霞,省部级,http://gd.fashionpio.com/shehui/6604.html
489,大众网,王吉,省部级,http://www.dzwww.com/xinwen/jishixinwen/202402/t20240228_13737855.htm
305,中青网,丁高洁,中央级,https://df.youth.cn/dfzl/202403/t20240307_15118499.htm
1747,广东资讯网,徐晓东,省部级,http://syjinri.cn/529/MTM1MjA5Mjk1.html
3194,广东资讯网,程维格,省部级,http://syjinri.cn/529/MTMwMzcwNDcy.html
1756,广东资讯网,徐晓东,省部级,http://syjinri.cn/529/MTM2NzI0Njc5.html
1283,梅州时空,伍学铁,地市级,https://mp.weixin.qq.com/s/5CADBk37PlnnxsIqTsGYuQ
3244,顺德妹,张泽,地市级,https://mp.weixin.qq.com/s/Z5mu9ijkUMysawumNsKgCQ
960,爱大鹏,张泽钲,地市级,https://mp.weixin.qq.com/s/Bfwim5_WhFtglQsS1VYHtA
1275,梅州微闻联播,伍学铁,地市级,https://mp.weixin.qq.com/s/nKIZ6-UiydDYt83lYiWjKA
1387,英雄三岛,文承聪,行业,https://mp.weixin.qq.com/s/3eKPBLJVhKMN2HvqzGCQbw
3261,佛系看世界,张泽,地市级,https://mp.weixin.qq.com/s/U-Pry2rX9HRsl4hb7WCpfw
3134,广东城市之声,廖文斌,省部级,https://mp.weixin.qq.com/s/2q_gI9Lc_mYF84yfPjISuQ
1380,厦门航空新采购平台,王亚坤,行业,https://mp.weixin.qq.com/s/7pl0QfLD8Yh6WnFAcjT6cw
962,云浮共青团,刘芳,地市级,https://mp.weixin.qq.com/s/E5zvCUe9xawTUpcUqf1-0A
1002,穗埔福通旅,覃春晖,行业,https://mp.weixin.qq.com/s/y6sF8ZPpqh8cbRSqpqZKpg
739,安装杂志,李军岭、董良好,行业,https://mp.weixin.qq.com/s/LPDAxq8r5h5Cy_fCXF21jg
1215,知识城,林玉柱,地市级,https://mp.weixin.qq.com/s/_9VfhEgH9OUE3A2Y4PZwDg
2615,卫企协绿色医疗建筑建材分会,刘楚逸,行业,https://mp.weixin.qq.com/s/mOb39byCqs6b-hAbl2lcRw
1359,奥林建工笔记,陈荣君,行业,https://mp.weixin.qq.com/s/5TRnYz1mUvCptmYV4lGYkg
1614,厦门发布,文承聪,地市级,https://mp.weixin.qq.com/s/KJpvSISbgSA-N6C8wwx8cA
2467,知识城通,丁俊峰,地市级,https://mp.weixin.qq.com/s/biBWhRGB3fouVLo-KFSnpg
2049,广州市城市更新协会,廖文斌,地市级,https://mp.weixin.qq.com/s/TZWa0dLzJSyErjWdQTk1EQ
525,佛山日报,丁高洁,地市级,https://mp.weixin.qq.com/s/RKo4L3rVlJO5HCQBhjPxRQ
3355,棠下,丁俊峰,地市级,https://mp.weixin.qq.com/s/8e7y4OXR-8f6Zh5X5ml-sQ
1192,大马南洋通,赵琥珀,属地省部级,https://mp.weixin.qq.com/s/6R6jXsHX2NKcCqLYejq5NQ
2468,知识城,丁俊峰,地市级,https://mp.weixin.qq.com/s/-X1pZTcxhoi9c-th8N13yA
1003,广州市产促会 广州市楼促会,覃春晖,行业,https://mp.weixin.qq.com/s/3Tx1kSqBROBsn7qwisoRYg
2170,墨居建筑,文承聪,行业,https://mp.weixin.qq.com/s/-yKf3mwq7cDy6UAtEmDbng
958,爱大鹏,张泽钲,地市级,https://mp.weixin.qq.com/s/cGBobjzourUdMBd6wJU8Gg
957,云浮发布,刘芳,地市级,https://mp.weixin.qq.com/s/Gb5UhNLiiHUjKGNDzjxznA
3424,青岛欢乐滨海城,张泽,地市级,https://mp.weixin.qq.com/s/c0atnSxfdGRdNgn9Kz_2hg
404,GA环球建筑,马松涛,省部级,https://mp.weixin.qq.com/s/wLcUy3p4EIEaPNPuh1tHLg
3340,知识城周边事,丁俊峰,地市级,https://mp.weixin.qq.com/s/AabIf6JjW2mHY0wBWqovNw
1379,微时区,王亚坤,行业,https://mp.weixin.qq.com/s/Cly0bxNwWU1S-H3ySOqxBw
2590,厦门国资,文承聪,地市级,https://mp.weixin.qq.com/s/JDfgSUExzQQkbW-0BowM4Q
1008,中新知识城广场,姚瑞哲、崔国玉,行业,https://mp.weixin.qq.com/s/OdWw7heWUgh_PMHWly_B0g
1004,民航建工,杨晓晖,行业,https://mp.weixin.qq.com/s/qpHSGDhFriVOHSbIF5KkYg
2903,厦门市青年创新创业协会,文承聪,行业,https://mp.weixin.qq.com/s/QbHIIY0csigxytgowF0K2w
1265,广州黄埔发布,丁高洁,地市级,https://mp.weixin.qq.com/s/EbZQhRzujiHdz_wlD-62Cw
236,广州市白云区青年志愿者协会,丁高洁,地市级,https://mp.weixin.qq.com/s/ZHaPpa-n9bmwZq4PqjQ0Uw
1223,青春白云,丁高洁,地市级,https://mp.weixin.qq.com/s?__biz=MzA3NzM4MDEyMg==&mid=2656974123&idx=2&sn=ba1ccb27c31ce573ac232da11d44902c&chksm=8518baa4195d5e9dfae1f5ac40da22487e0becc5e2a8fb98f49ee4827caeaf64f33215908ca0&scene=27
1226,知识城周边事,丁高洁,地市级,https://mp.weixin.qq.com/s/gdYJvGhUPw2nqvXiete5ZQ
1406,最闽侯,文承聪,行业,https://mp.weixin.qq.com/s/7NtF-3j3D26WDgCSdYimWw
929,湾区新黄埔,丁高洁,地市级,https://mp.weixin.qq.com/s/Y7Dm0u8SRnEZspiKVrvjMg
3262,文沙路一中土著,张泽,地市级,https://mp.weixin.qq.com/s/IZUVyddflHjaBxRQgvZMIw
3356,知识城发展,丁俊峰,地市级,https://mp.weixin.qq.com/s/-liDaijJ-H8h6mxmLiXLiw
2060,广电新兴产业园,沈芳霞,地市级,https://mp.weixin.qq.com/s/1A2x4BuLmFIr5mqn-ruFnw
948,广州七点半,覃春晖,地市级,https://mp.weixin.qq.com/s/I65cBimaTBYziQqbBC5Wqg
935,棠下,丁高洁,地市级,https://mp.weixin.qq.com/s/mEqhLmLRP0mG31ldEbmDuQ
2180,华东民航监理,文承聪,行业,https://mp.weixin.qq.com/s/ysGmzT5dajSDHuqpzm0-nQ
1389,投资厦门,文承聪,行业,https://mp.weixin.qq.com/s/JwuMGD8M3eoAjwc5dY5rSw
1291,今日海沧,王亚坤,地市级,https://mp.weixin.qq.com/s/XSfuXBQuCZbYF5u7J-4fEQ
2466,江门住建,丁俊峰,地市级,https://mp.weixin.qq.com/s/wllEvcCMb5L17K8-MbzxVg
2017,广州12345,丁高洁,地市级,https://mp.weixin.qq.com/s/9QDPulk1jeYJYlIYR4hQvA
2602,齐明软件,丁俊峰,行业,https://mp.weixin.qq.com/s/d2KpYz_yCkP-LQ7HBDMX-Q
1216,中国高新区杂志社,覃春晖,地市级,https://mp.weixin.qq.com/s/UwP651GFHFDEGBuEAKeC9w
934,广州黄埔发布,覃春晖,地市级,https://mp.weixin.qq.com/s/Z95wyXNL2p7nQ6b3ZbGOUQ
2441,经视一线,刘冠林,地市级,https://mp.weixin.qq.com/s/G4nr3cqUB_y4SxeXcffoHw
618,南方都市报,姚瑞哲,省部级,https://mp.weixin.qq.com/s/oC5Zu2ip5iH-NO4CyMvJuw
2176,Amoy地产快递员,文承聪,行业,https://mp.weixin.qq.com/s/CSMppjZ9gxyHjXoDfqZz_Q
931,黄埔生活汇,覃春晖,地市级,https://mp.weixin.qq.com/s/eqrzCbF-2OHgIqFenfmSxg
736,绿圈,姚瑞哲,行业,https://mp.weixin.qq.com/s/BQrhYf74Z7c_1utJctNwBw
660," BHI拟在建项目网",赵琥珀,省部级,https://mp.weixin.qq.com/s/r1OHAKPxldRYNi4pwlT0VA
733,房地产导刊,姚瑞哲,行业,https://mp.weixin.qq.com/s/7XEPls-a_MftzwPPhcB_0A
1294,白鹭洲知政,王亚坤,地市级,https://mp.weixin.qq.com/s/RerTXH3uUFftGLPkxPSdnw
3226,FM1036福建新闻广播,文承聪,省部级,https://mp.weixin.qq.com/s/ILonPH0b1n8IlP2Geh4epQ
533,南沙业主圈,马松涛,地市级,https://mp.weixin.qq.com/s/Lq-7vsRlgoqIPK9dX-xmfQ
1114,广东国资,杨晓晖,省部级,https://mp.weixin.qq.com/s/CMSELMvrfcuQYCN6W0E8Qg
1289,云浮共青团,刘芳,地市级,https://mp.weixin.qq.com/s/SKOekgp6KeZzenZZS8LoeQ
959,深圳尖兵,张泽钲,地市级,https://mp.weixin.qq.com/s/WYwFooc6W7-mROf5xf34PQ
1582,今日儋州报,韩霞飞,地市级,https://mp.weixin.qq.com/s/carf0AtdZyqt9GFUhRMb0Q
1404,厦门房网,文承聪,行业,https://mp.weixin.qq.com/s/E9CQT7VOBvsbF4MBuiIMkA
3495,纳食,张泽,行业,https://mp.weixin.qq.com/s/vmi1UYxcyOWDwGCoAimNXA
3371,知识城通,丁俊峰,地市级,https://mp.weixin.qq.com/s/JY0zWPcdkBScZATyDupF0g
3467,厦门卫视,文承聪,地市级,https://mp.weixin.qq.com/s/-TskkiQmzRraXRqoPgm-lA
1328,广联达广东,丁高洁,行业,https://mp.weixin.qq.com/s/BEXNrLvBp5rJPROgjna49A
2342,广东资讯网,吕昊临,省部级,http://syjinri.cn/529/MTQ4NjEyMjM5.html
3535,中国民用航空网,文承聪,行业,https://www.ccaonline.cn/newsflashes/968001.html
1440,中国企业网,迟立刚,中央级,https://www.zqcn.com.cn/248/58175.html
2633,人民日报,丁俊峰,中央级,https://www.peopleapp.com/column/30046145432-500005649109
1638,人民日报,丁高洁,中央级,https://www.peopleapp.com/column/30046218958-500005666489
1306,同安发布,文承聪,地市级,https://mp.weixin.qq.com/s/b6yAKQVB3d4O_9xOmHPS8w
2174,民航物流,文承聪,行业,https://mp.weixin.qq.com/s/d8svDVlsMD8I37ooER5ESQ
2627,厦门翔业,文承聪,行业,https://mp.weixin.qq.com/s/rWYGqyczv5NRrP_QlAZEFA
1355,CBDTIMES,覃春晖,行业,https://mp.weixin.qq.com/s/CGem0HMY_LDBikWZ7TwKKQ
2580,厦门发改委,文承聪,地市级,https://mp.weixin.qq.com/s/ncg1FJt99jr9tVKxUCeaag
1350,魅力科教城,覃春晖,行业,https://mp.weixin.qq.com/s/3IJqTyCgT6dVhxSUg8EtHA
1024,业翔民安,文承聪,行业,https://mp.weixin.qq.com/s/QlLoRYXSswaiXnM880n_uA
3534,城市捷报,文承聪,行业,https://mp.weixin.qq.com/s/s9dijrwoWyzSeBl6n-fCjA
